claim_id,claim_date,province,claim_types,claim_amount,claim_status
113,2025-08-19,Western Cape,Home Insurance,48658,Rejected
628,2025-08-21,Free State,Health Insurance,15114,Rejected
683,2025-08-21,Gauteng,Life Insurance,2920,Pending
407,2025-08-21,Gauteng,Health Insurance,39402,Approved
199,2025-08-21,Limpopo,Business Insurance,45254,Approved
498,2025-08-21,Eastern Cape,Home Insurance,37176,Pending
142,2025-08-21,Northern Cape,Health Insurance,27423,Rejected
139,2025-08-22,North West,Life Insurance,25968,Approved
972,2025-08-23,Western Cape,Life Insurance,26963,Pending
432,2025-08-23,Mpumalanga,Home Insurance,31581,Pending
751,2025-08-24,Northern Cape,Motor Vehicle,32552,Approved
574,2025-08-24,Northern Cape,Motor Vehicle,27500,Pending
326,2025-08-25,North West,Health Insurance,10256,Rejected
967,2025-08-25,Mpumalanga,Home Insurance,34272,Approved
921,2025-08-27,Western Cape,Motor Vehicle,36010,Pending
639,2025-08-27,KwaZulu-Natal,Home Insurance,2518,Pending
537,2025-08-27,Northern Cape,Business Insurance,40194,Pending
109,2025-08-29,Eastern Cape,Life Insurance,21093,Pending
529,2025-08-30,Eastern Cape,Life Insurance,20356,Approved
43,2025-08-30,Gauteng,Motor Vehicle,21360,Approved
119,2025-08-31,Eastern Cape,Home Insurance,28606,Rejected
708,2025-08-31,KwaZulu-Natal,Life Insurance,1859,Rejected
33,2025-09-01,North West,Motor Vehicle,16887,Approved
855,2025-09-01,Limpopo,Motor Vehicle,40740,Rejected
278,2025-09-03,KwaZulu-Natal,Life Insurance,19753,Approved
330,2025-09-04,Free State,Business Insurance,26792,Pending
161,2025-09-04,Eastern Cape,Home Insurance,14379,Rejected
590,2025-09-06,Gauteng,Home Insurance,27049,Rejected
635,2025-09-06,Northern Cape,Home Insurance,25729,Rejected
568,2025-09-07,Mpumalanga,Motor Vehicle,8291,Approved
530,2025-09-08,Northern Cape,Motor Vehicle,21306,Rejected
459,2025-09-09,Mpumalanga,Home Insurance,23063,Pending
66,2025-09-09,Northern Cape,Life Insurance,37609,Approved
648,2025-09-10,Mpumalanga,Business Insurance,17193,Rejected
27,2025-09-10,Western Cape,Motor Vehicle,3257,Rejected
265,2025-09-10,Mpumalanga,Health Insurance,13424,Rejected
374,2025-09-10,Free State,Life Insurance,49407,Rejected
524,2025-09-10,Free State,Home Insurance,38564,Rejected
436,2025-09-10,Mpumalanga,Home Insurance,6141,Rejected
194,2025-09-11,North West,Health Insurance,23973,Approved
347,2025-09-11,Eastern Cape,Life Insurance,40065,Approved
210,2025-09-11,Mpumalanga,Health Insurance,28808,Rejected
819,2025-09-11,KwaZulu-Natal,Life Insurance,35800,Rejected
798,2025-09-11,Free State,Life Insurance,32957,Approved
953,2025-09-13,Limpopo,Motor Vehicle,37413,Rejected
526,2025-09-13,North West,Life Insurance,15211,Pending
267,2025-09-13,Northern Cape,Motor Vehicle,23601,Rejected
646,2025-09-14,North West,Health Insurance,37322,Rejected
359,2025-09-15,Free State,Health Insurance,43351,Pending
739,2025-09-16,North West,Life Insurance,2361,Rejected
505,2025-09-16,Eastern Cape,Business Insurance,38055,Approved
133,2025-09-16,KwaZulu-Natal,Motor Vehicle,34870,Rejected
808,2025-09-18,Free State,Life Insurance,26398,Rejected
952,2025-09-18,Eastern Cape,Health Insurance,1192,Pending
741,2025-09-18,KwaZulu-Natal,Life Insurance,5370,Pending
189,2025-09-20,Western Cape,Life Insurance,22625,Rejected
905,2025-09-21,Northern Cape,Life Insurance,27829,Approved
304,2025-09-21,Free State,Motor Vehicle,10171,Rejected
924,2025-09-21,Free State,Home Insurance,9640,Rejected
409,2025-09-22,Gauteng,Life Insurance,25917,Approved
572,2025-09-25,Free State,Business Insurance,20581,Pending
992,2025-09-25,North West,Motor Vehicle,12999,Approved
146,2025-09-25,KwaZulu-Natal,Motor Vehicle,17616,Pending
366,2025-09-25,North West,Life Insurance,21954,Rejected
311,2025-09-26,KwaZulu-Natal,Business Insurance,21313,Rejected
62,2025-09-27,Western Cape,Business Insurance,45617,Rejected
761,2025-09-27,Limpopo,Home Insurance,24624,Rejected
3,2025-09-28,KwaZulu-Natal,Motor Vehicle,10821,Approved
63,2025-09-28,Western Cape,Motor Vehicle,29172,Approved
327,2025-09-29,Eastern Cape,Home Insurance,21584,Pending
671,2025-09-30,Northern Cape,Life Insurance,3994,Approved
399,2025-09-30,Free State,Life Insurance,15901,Rejected
39,2025-10-01,Limpopo,Home Insurance,11860,Approved
664,2025-10-01,KwaZulu-Natal,Life Insurance,10280,Pending
387,2025-10-04,Mpumalanga,Motor Vehicle,7614,Pending
221,2025-10-04,Limpopo,Motor Vehicle,48375,Pending
22,2025-10-04,Eastern Cape,Motor Vehicle,6355,Rejected
701,2025-10-04,KwaZulu-Natal,Home Insurance,30038,Rejected
239,2025-10-04,Mpumalanga,Health Insurance,26372,Approved
971,2025-10-05,Western Cape,Health Insurance,11738,Pending
397,2025-10-06,Northern Cape,Business Insurance,4832,Rejected
257,2025-10-07,North West,Business Insurance,22542,Rejected
168,2025-10-07,Free State,Business Insurance,24989,Approved
959,2025-10-07,Gauteng,Motor Vehicle,31698,Pending
616,2025-10-08,Gauteng,Home Insurance,31020,Pending
968,2025-10-08,Eastern Cape,Home Insurance,43581,Rejected
694,2025-10-09,Mpumalanga,Motor Vehicle,44664,Rejected
539,2025-10-09,Free State,Health Insurance,1389,Approved
236,2025-10-10,Free State,Motor Vehicle,31873,Rejected
816,2025-10-10,Western Cape,Home Insurance,14652,Rejected
132,2025-10-10,North West,Life Insurance,32131,Approved
240,2025-10-11,Gauteng,Motor Vehicle,4642,Rejected
871,2025-10-12,Northern Cape,Home Insurance,28518,Pending
370,2025-10-12,Mpumalanga,Life Insurance,36236,Approved
889,2025-10-12,North West,Home Insurance,14045,Rejected
335,2025-10-12,Mpumalanga,Life Insurance,20164,Pending
943,2025-10-12,North West,Health Insurance,20071,Approved
893,2025-10-13,Limpopo,Motor Vehicle,32135,Rejected
990,2025-10-14,Free State,Business Insurance,44442,Rejected
929,2025-10-15,Northern Cape,Health Insurance,38004,Rejected
272,2025-10-15,Gauteng,Home Insurance,37777,Rejected
797,2025-10-16,Mpumalanga,Motor Vehicle,24299,Pending
699,2025-10-16,North West,Home Insurance,20874,Rejected
87,2025-10-16,Gauteng,Home Insurance,37982,Pending
789,2025-10-16,Northern Cape,Business Insurance,8697,Approved
346,2025-10-16,KwaZulu-Natal,Life Insurance,43998,Pending
762,2025-10-18,KwaZulu-Natal,Health Insurance,44516,Approved
815,2025-10-19,Free State,Business Insurance,32781,Approved
998,2025-10-19,Western Cape,Life Insurance,11531,Rejected
167,2025-10-21,Free State,Life Insurance,33983,Approved
773,2025-10-22,KwaZulu-Natal,Life Insurance,22128,Approved
757,2025-10-23,North West,Motor Vehicle,34458,Pending
839,2025-10-23,Free State,Motor Vehicle,4927,Pending
772,2025-10-23,Free State,Home Insurance,28172,Pending
67,2025-10-23,Limpopo,Health Insurance,43965,Approved
840,2025-10-24,Northern Cape,Home Insurance,7296,Pending
188,2025-10-25,North West,Motor Vehicle,37412,Rejected
726,2025-10-27,Mpumalanga,Health Insurance,37932,Pending
456,2025-10-28,KwaZulu-Natal,Life Insurance,28128,Pending
260,2025-10-29,KwaZulu-Natal,Motor Vehicle,37435,Pending
373,2025-10-29,Western Cape,Health Insurance,26966,Pending
823,2025-10-29,Gauteng,Life Insurance,32174,Rejected
577,2025-10-30,North West,Business Insurance,2424,Approved
649,2025-10-30,Mpumalanga,Life Insurance,31109,Approved
193,2025-10-31,Mpumalanga,Life Insurance,20029,Approved
890,2025-11-01,Northern Cape,Home Insurance,42680,Pending
301,2025-11-01,Eastern Cape,Health Insurance,28228,Rejected
499,2025-11-01,Northern Cape,Life Insurance,42520,Rejected
584,2025-11-02,Limpopo,Home Insurance,1887,Rejected
571,2025-11-02,Free State,Home Insurance,22515,Rejected
589,2025-11-04,Eastern Cape,Life Insurance,22205,Rejected
849,2025-11-05,North West,Home Insurance,2200,Approved
16,2025-11-05,Eastern Cape,Motor Vehicle,23056,Rejected
659,2025-11-08,Limpopo,Business Insurance,46800,Pending
917,2025-11-09,Eastern Cape,Business Insurance,16534,Rejected
853,2025-11-09,Western Cape,Motor Vehicle,31816,Pending
299,2025-11-10,North West,Business Insurance,21127,Rejected
25,2025-11-10,Free State,Health Insurance,21456,Rejected
697,2025-11-11,Eastern Cape,Health Insurance,19485,Pending
41,2025-11-12,Mpumalanga,Life Insurance,43156,Pending
516,2025-11-12,Northern Cape,Health Insurance,25618,Rejected
750,2025-11-14,Gauteng,Life Insurance,1869,Pending
887,2025-11-14,Limpopo,Health Insurance,14917,Pending
137,2025-11-14,Northern Cape,Life Insurance,47681,Pending
746,2025-11-15,Northern Cape,Home Insurance,48607,Rejected
736,2025-11-16,Free State,Life Insurance,13625,Pending
758,2025-11-16,North West,Motor Vehicle,26069,Pending
695,2025-11-16,Northern Cape,Health Insurance,38705,Rejected
745,2025-11-17,Western Cape,Motor Vehicle,15924,Rejected
288,2025-11-17,Western Cape,Health Insurance,41386,Pending
714,2025-11-18,Western Cape,Motor Vehicle,5017,Rejected
271,2025-11-19,Eastern Cape,Health Insurance,16515,Pending
268,2025-11-19,Free State,Life Insurance,19020,Rejected
831,2025-11-20,Limpopo,Business Insurance,12707,Approved
811,2025-11-20,Free State,Life Insurance,12173,Approved
355,2025-11-21,Eastern Cape,Life Insurance,48857,Pending
175,2025-11-22,Western Cape,Health Insurance,12033,Pending
727,2025-11-22,Gauteng,Home Insurance,6039,Rejected
883,2025-11-23,Free State,Life Insurance,21929,Pending
454,2025-11-23,Northern Cape,Business Insurance,13297,Pending
919,2025-11-24,Eastern Cape,Motor Vehicle,20389,Approved
747,2025-11-25,Eastern Cape,Life Insurance,45717,Approved
938,2025-11-26,Gauteng,Life Insurance,29916,Rejected
508,2025-11-26,KwaZulu-Natal,Business Insurance,10689,Approved
601,2025-11-26,Limpopo,Health Insurance,10741,Rejected
10,2025-11-27,Northern Cape,Business Insurance,46968,Approved
123,2025-11-27,KwaZulu-Natal,Business Insurance,12308,Pending
752,2025-11-30,Gauteng,Motor Vehicle,2014,Rejected
593,2025-12-01,North West,Motor Vehicle,8846,Approved
586,2025-12-01,Western Cape,Motor Vehicle,20488,Approved
358,2025-12-02,Northern Cape,Health Insurance,40464,Pending
644,2025-12-03,Mpumalanga,Motor Vehicle,47005,Rejected
217,2025-12-04,Limpopo,Health Insurance,14979,Rejected
68,2025-12-04,Mpumalanga,Health Insurance,9016,Pending
184,2025-12-04,Gauteng,Business Insurance,28045,Pending
448,2025-12-05,Limpopo,Business Insurance,31881,Pending
45,2025-12-06,Eastern Cape,Health Insurance,26351,Rejected
122,2025-12-06,Free State,Business Insurance,14767,Pending
345,2025-12-07,Mpumalanga,Health Insurance,24854,Rejected
300,2025-12-08,Western Cape,Home Insurance,42560,Approved
401,2025-12-08,Free State,Home Insurance,35148,Rejected
451,2025-12-08,Western Cape,Home Insurance,9712,Approved
879,2025-12-08,Limpopo,Motor Vehicle,33115,Pending
988,2025-12-08,Mpumalanga,Life Insurance,43215,Rejected
79,2025-12-10,Northern Cape,Home Insurance,13828,Rejected
17,2025-12-10,KwaZulu-Natal,Life Insurance,2378,Pending
179,2025-12-12,Free State,Life Insurance,48464,Approved
316,2025-12-12,KwaZulu-Natal,Health Insurance,11195,Pending
822,2025-12-12,KwaZulu-Natal,Health Insurance,19452,Rejected
44,2025-12-12,Limpopo,Health Insurance,19135,Pending
191,2025-12-12,Free State,Life Insurance,28076,Rejected
630,2025-12-12,Eastern Cape,Home Insurance,39401,Pending
843,2025-12-12,Limpopo,Motor Vehicle,47893,Rejected
862,2025-12-13,Northern Cape,Health Insurance,28253,Rejected
477,2025-12-14,KwaZulu-Natal,Home Insurance,8263,Rejected
514,2025-12-14,Free State,Business Insurance,42328,Approved
564,2025-12-14,KwaZulu-Natal,Life Insurance,12442,Rejected
125,2025-12-14,Limpopo,Life Insurance,46671,Approved
759,2025-12-15,Eastern Cape,Home Insurance,17873,Pending
177,2025-12-15,KwaZulu-Natal,Business Insurance,17241,Pending
915,2025-12-15,Mpumalanga,Motor Vehicle,39396,Approved
258,2025-12-15,Free State,Health Insurance,32312,Approved
704,2025-12-16,KwaZulu-Natal,Business Insurance,3426,Pending
706,2025-12-16,Limpopo,Health Insurance,3962,Approved
309,2025-12-16,North West,Life Insurance,4696,Rejected
641,2025-12-16,KwaZulu-Natal,Home Insurance,23547,Pending
294,2025-12-20,Gauteng,Business Insurance,24816,Rejected
982,2025-12-22,Northern Cape,Motor Vehicle,5994,Rejected
830,2025-12-22,North West,Health Insurance,3187,Approved
348,2025-12-23,North West,Health Insurance,46607,Pending
509,2025-12-24,Limpopo,Health Insurance,45814,Rejected
969,2025-12-25,North West,Business Insurance,15671,Rejected
134,2025-12-25,Limpopo,Business Insurance,39011,Rejected
882,2025-12-26,Northern Cape,Business Insurance,37455,Approved
615,2025-12-26,KwaZulu-Natal,Motor Vehicle,41505,Rejected
877,2025-12-27,Mpumalanga,Motor Vehicle,24199,Pending
474,2025-12-27,Western Cape,Motor Vehicle,30783,Approved
997,2025-12-29,North West,Business Insurance,39759,Rejected
824,2025-12-29,Gauteng,Home Insurance,36436,Approved
662,2025-12-29,North West,Home Insurance,30084,Rejected
958,2025-12-30,KwaZulu-Natal,Business Insurance,37468,Rejected
234,2025-12-31,Eastern Cape,Life Insurance,39870,Pending
657,2025-12-31,North West,Business Insurance,46536,Rejected
450,2025-12-31,Mpumalanga,Home Insurance,13541,Pending
47,2026-01-02,Western Cape,Life Insurance,48377,Approved
413,2026-01-02,Eastern Cape,Business Insurance,46899,Rejected
691,2026-01-04,Limpopo,Business Insurance,31981,Pending
395,2026-01-04,Northern Cape,Home Insurance,38544,Rejected
482,2026-01-04,KwaZulu-Natal,Life Insurance,1406,Pending
312,2026-01-05,Western Cape,Life Insurance,20149,Approved
898,2026-01-06,Limpopo,Home Insurance,35441,Pending
999,2026-01-06,Free State,Home Insurance,26307,Rejected
847,2026-01-06,Free State,Business Insurance,27147,Approved
13,2026-01-08,Mpumalanga,Health Insurance,16206,Approved
504,2026-01-08,Limpopo,Motor Vehicle,35998,Rejected
511,2026-01-08,North West,Motor Vehicle,34919,Pending
253,2026-01-08,Eastern Cape,Business Insurance,37191,Rejected
533,2026-01-09,Limpopo,Health Insurance,41880,Pending
613,2026-01-09,Limpopo,Life Insurance,11561,Rejected
140,2026-01-09,Free State,Home Insurance,34398,Pending
230,2026-01-10,Northern Cape,Home Insurance,6451,Approved
385,2026-01-11,Western Cape,Health Insurance,17673,Pending
753,2026-01-11,North West,Business Insurance,11103,Approved
698,2026-01-12,Northern Cape,Life Insurance,13977,Approved
131,2026-01-12,Western Cape,Business Insurance,22729,Approved
987,2026-01-13,Free State,Business Insurance,35872,Approved
835,2026-01-13,KwaZulu-Natal,Health Insurance,4606,Approved
88,2026-01-14,Limpopo,Health Insurance,20611,Pending
765,2026-01-14,Free State,Home Insurance,9024,Rejected
72,2026-01-15,Western Cape,Business Insurance,18058,Approved
909,2026-01-15,KwaZulu-Natal,Motor Vehicle,32870,Rejected
363,2026-01-15,Free State,Life Insurance,14869,Pending
942,2026-01-16,Limpopo,Life Insurance,38158,Pending
411,2026-01-19,Eastern Cape,Life Insurance,11179,Rejected
156,2026-01-20,Mpumalanga,Motor Vehicle,32226,Approved
130,2026-01-20,Eastern Cape,Home Insurance,28233,Pending
546,2026-01-20,Western Cape,Life Insurance,36531,Pending
947,2026-01-21,Eastern Cape,Business Insurance,6126,Pending
858,2026-01-21,Northern Cape,Health Insurance,49114,Rejected
656,2026-01-21,North West,Motor Vehicle,13360,Pending
275,2026-01-21,Northern Cape,Motor Vehicle,25532,Approved
20,2026-01-21,Gauteng,Business Insurance,41703,Rejected
148,2026-01-21,Limpopo,Health Insurance,39458,Pending
149,2026-01-22,Gauteng,Home Insurance,47169,Rejected
476,2026-01-22,Limpopo,Business Insurance,21238,Rejected
54,2026-01-23,Eastern Cape,Health Insurance,34002,Approved
40,2026-01-23,Gauteng,Motor Vehicle,43838,Pending
575,2026-01-24,Gauteng,Business Insurance,33026,Pending
525,2026-01-25,Northern Cape,Life Insurance,46814,Approved
56,2026-01-25,Limpopo,Business Insurance,8480,Pending
784,2026-01-26,Gauteng,Motor Vehicle,29273,Approved
914,2026-01-26,KwaZulu-Natal,Motor Vehicle,44370,Pending
85,2026-01-27,Gauteng,Life Insurance,45864,Rejected
722,2026-01-27,Mpumalanga,Home Insurance,38887,Rejected
223,2026-01-27,Gauteng,Motor Vehicle,26851,Approved
442,2026-01-28,Gauteng,Home Insurance,45602,Pending
105,2026-01-28,Free State,Life Insurance,18908,Approved
277,2026-01-28,Free State,Health Insurance,5967,Pending
320,2026-01-28,Mpumalanga,Life Insurance,25729,Rejected
681,2026-01-29,Mpumalanga,Business Insurance,18200,Pending
388,2026-01-29,Northern Cape,Home Insurance,37020,Approved
825,2026-01-31,Western Cape,Business Insurance,48406,Rejected
950,2026-01-31,Gauteng,Business Insurance,47182,Pending
417,2026-01-31,Limpopo,Business Insurance,46475,Pending
405,2026-01-31,North West,Motor Vehicle,20540,Pending
402,2026-02-01,Gauteng,Home Insurance,43633,Approved
371,2026-02-01,Western Cape,Business Insurance,47976,Pending
220,2026-02-02,Northern Cape,Business Insurance,29328,Approved
427,2026-02-02,Free State,Business Insurance,17589,Approved
104,2026-02-02,Northern Cape,Life Insurance,31431,Approved
290,2026-02-04,Gauteng,Health Insurance,19060,Approved
166,2026-02-05,Gauteng,Motor Vehicle,24091,Rejected
600,2026-02-05,Mpumalanga,Life Insurance,46270,Approved
226,2026-02-05,Northern Cape,Home Insurance,8866,Approved
994,2026-02-05,Northern Cape,Home Insurance,3581,Pending
576,2026-02-05,Eastern Cape,Business Insurance,17523,Approved
496,2026-02-06,Limpopo,Life Insurance,36060,Approved
59,2026-02-06,North West,Home Insurance,11293,Approved
771,2026-02-06,KwaZulu-Natal,Life Insurance,27293,Pending
157,2026-02-07,Limpopo,Home Insurance,24852,Rejected
622,2026-02-07,KwaZulu-Natal,Health Insurance,23192,Rejected
178,2026-02-07,Limpopo,Business Insurance,6939,Rejected
203,2026-02-08,Gauteng,Life Insurance,39405,Rejected
842,2026-02-09,Gauteng,Life Insurance,47390,Rejected
626,2026-02-09,North West,Motor Vehicle,23625,Approved
547,2026-02-09,KwaZulu-Natal,Health Insurance,5986,Approved
841,2026-02-11,Gauteng,Business Insurance,31444,Approved
112,2026-02-11,North West,Business Insurance,34487,Rejected
98,2026-02-11,Free State,Business Insurance,6818,Approved
510,2026-02-12,Free State,Business Insurance,20555,Pending
283,2026-02-12,Limpopo,Home Insurance,28413,Pending
483,2026-02-13,Western Cape,Health Insurance,14689,Pending
728,2026-02-14,Mpumalanga,Motor Vehicle,22281,Rejected
767,2026-02-14,Northern Cape,Business Insurance,39256,Pending
813,2026-02-15,Free State,Health Insurance,42080,Pending
796,2026-02-15,Eastern Cape,Business Insurance,14516,Pending
136,2026-02-15,Mpumalanga,Life Insurance,42475,Pending
384,2026-02-17,Gauteng,Life Insurance,20459,Rejected
19,2026-02-18,Gauteng,Home Insurance,23161,Rejected
460,2026-02-19,Eastern Cape,Life Insurance,23963,Rejected
187,2026-02-19,Western Cape,Life Insurance,20167,Rejected
502,2026-02-19,Limpopo,Motor Vehicle,1174,Rejected
160,2026-02-20,Northern Cape,Health Insurance,42420,Pending
367,2026-02-21,Gauteng,Health Insurance,32555,Rejected
925,2026-02-22,Eastern Cape,Business Insurance,35716,Pending
378,2026-02-22,KwaZulu-Natal,Health Insurance,31908,Approved
861,2026-02-22,KwaZulu-Natal,Life Insurance,36240,Rejected
86,2026-02-23,Free State,Health Insurance,21307,Approved
748,2026-02-23,North West,Business Insurance,11626,Approved
792,2026-02-24,Mpumalanga,Motor Vehicle,41597,Approved
386,2026-02-24,Free State,Business Insurance,28056,Approved
844,2026-02-24,Gauteng,Business Insurance,3591,Pending
207,2026-02-24,Free State,Business Insurance,1492,Rejected
208,2026-02-26,North West,Motor Vehicle,28882,Approved
775,2026-02-26,Northern Cape,Business Insurance,13855,Pending
447,2026-02-26,Northern Cape,Health Insurance,38306,Approved
583,2026-02-26,Northern Cape,Home Insurance,40029,Rejected
895,2026-02-28,Limpopo,Health Insurance,42458,Approved
692,2026-03-01,Free State,Life Insurance,9367,Approved
365,2026-03-03,Eastern Cape,Business Insurance,29152,Rejected
49,2026-03-04,Eastern Cape,Home Insurance,20604,Approved
891,2026-03-05,Limpopo,Home Insurance,5733,Pending
848,2026-03-07,Free State,Home Insurance,39889,Pending
344,2026-03-08,Mpumalanga,Motor Vehicle,15534,Rejected
333,2026-03-11,Western Cape,Home Insurance,35540,Pending
587,2026-03-11,Eastern Cape,Motor Vehicle,31013,Rejected
724,2026-03-11,Free State,Health Insurance,23520,Approved
581,2026-03-11,Limpopo,Business Insurance,7989,Approved
886,2026-03-11,Mpumalanga,Business Insurance,45049,Approved
2,2026-03-12,North West,Life Insurance,46486,Approved
852,2026-03-12,Gauteng,Motor Vehicle,12087,Rejected
700,2026-03-13,Gauteng,Home Insurance,8674,Pending
550,2026-03-13,Gauteng,Motor Vehicle,4731,Approved
569,2026-03-14,Gauteng,Business Insurance,41928,Approved
235,2026-03-14,North West,Business Insurance,32030,Pending
162,2026-03-15,Western Cape,Health Insurance,8006,Approved
794,2026-03-17,Limpopo,Life Insurance,47218,Pending
720,2026-03-17,Limpopo,Health Insurance,2134,Approved
495,2026-03-17,Western Cape,Motor Vehicle,43291,Rejected
354,2026-03-18,Western Cape,Business Insurance,9275,Approved
145,2026-03-18,North West,Life Insurance,13721,Approved
975,2026-03-18,Gauteng,Health Insurance,37584,Pending
696,2026-03-19,Western Cape,Life Insurance,17753,Rejected
918,2026-03-19,Western Cape,Business Insurance,20744,Rejected
303,2026-03-20,North West,Home Insurance,29482,Approved
406,2026-03-21,Western Cape,Health Insurance,12580,Rejected
461,2026-03-21,Western Cape,Business Insurance,14422,Rejected
560,2026-03-22,Western Cape,Business Insurance,12889,Rejected
705,2026-03-22,North West,Motor Vehicle,25473,Approved
329,2026-03-23,Limpopo,Life Insurance,35681,Pending
588,2026-03-23,Eastern Cape,Business Insurance,17402,Pending
786,2026-03-24,Northern Cape,Home Insurance,6668,Pending
561,2026-03-25,Western Cape,Business Insurance,25335,Rejected
606,2026-03-26,KwaZulu-Natal,Business Insurance,23931,Pending
527,2026-03-26,Free State,Life Insurance,24255,Approved
468,2026-03-27,North West,Business Insurance,43712,Pending
932,2026-03-28,Mpumalanga,Life Insurance,5188,Rejected
195,2026-03-29,Limpopo,Health Insurance,40121,Approved
340,2026-03-29,North West,Business Insurance,11521,Rejected
242,2026-03-29,Western Cape,Health Insurance,35064,Rejected
410,2026-03-31,Mpumalanga,Business Insurance,23318,Approved
48,2026-03-31,Northern Cape,Motor Vehicle,24554,Rejected
993,2026-03-31,Free State,Motor Vehicle,37487,Rejected
135,2026-04-01,Limpopo,Business Insurance,40382,Approved
473,2026-04-01,Mpumalanga,Home Insurance,30566,Pending
64,2026-04-01,Northern Cape,Business Insurance,21132,Pending
389,2026-04-02,Western Cape,Life Insurance,8415,Pending
557,2026-04-02,Western Cape,Business Insurance,21452,Rejected
552,2026-04-03,Limpopo,Business Insurance,28798,Approved
907,2026-04-03,KwaZulu-Natal,Health Insurance,4630,Approved
11,2026-04-04,North West,Life Insurance,18508,Rejected
754,2026-04-04,Mpumalanga,Business Insurance,17986,Approved
829,2026-04-05,Free State,Home Insurance,33963,Approved
228,2026-04-05,KwaZulu-Natal,Motor Vehicle,11685,Rejected
24,2026-04-05,Western Cape,Health Insurance,39342,Pending
108,2026-04-06,KwaZulu-Natal,Home Insurance,5025,Approved
542,2026-04-06,North West,Life Insurance,49367,Rejected
523,2026-04-06,KwaZulu-Natal,Motor Vehicle,5769,Approved
65,2026-04-07,Eastern Cape,Life Insurance,19199,Pending
100,2026-04-07,Free State,Motor Vehicle,31116,Rejected
838,2026-04-07,Mpumalanga,Life Insurance,15387,Pending
176,2026-04-09,Western Cape,Home Insurance,43736,Rejected
624,2026-04-11,KwaZulu-Natal,Business Insurance,40930,Pending
8,2026-04-12,Mpumalanga,Home Insurance,6842,Pending
715,2026-04-13,Northern Cape,Home Insurance,11451,Approved
874,2026-04-14,KwaZulu-Natal,Business Insurance,2700,Approved
936,2026-04-14,Northern Cape,Life Insurance,11799,Rejected
419,2026-04-14,KwaZulu-Natal,Home Insurance,27564,Rejected
229,2026-04-15,Free State,Business Insurance,24544,Rejected
689,2026-04-15,Gauteng,Motor Vehicle,13905,Pending
291,2026-04-16,Eastern Cape,Business Insurance,2196,Rejected
506,2026-04-16,Eastern Cape,Life Insurance,13112,Approved
948,2026-04-16,Gauteng,Life Insurance,31009,Pending
81,2026-04-17,Free State,Health Insurance,2401,Pending
141,2026-04-17,Western Cape,Business Insurance,12908,Rejected
214,2026-04-18,Eastern Cape,Home Insurance,27956,Rejected
185,2026-04-18,Western Cape,Life Insurance,45769,Pending
126,2026-04-18,Western Cape,Business Insurance,25770,Approved
652,2026-04-19,Western Cape,Business Insurance,17194,Approved
317,2026-04-19,Western Cape,Health Insurance,18076,Pending
674,2026-04-19,Eastern Cape,Home Insurance,2813,Approved
343,2026-04-19,Western Cape,Motor Vehicle,34467,Approved
28,2026-04-20,Western Cape,Life Insurance,28364,Pending
362,2026-04-20,Free State,Motor Vehicle,17998,Rejected
860,2026-04-20,KwaZulu-Natal,Motor Vehicle,1661,Pending
995,2026-04-21,Western Cape,Motor Vehicle,3763,Pending
472,2026-04-21,Gauteng,Business Insurance,11728,Rejected
549,2026-04-21,Eastern Cape,Business Insurance,2481,Approved
31,2026-04-21,Eastern Cape,Home Insurance,27654,Pending
912,2026-04-21,Gauteng,Home Insurance,4453,Pending
880,2026-04-21,Mpumalanga,Life Insurance,6520,Approved
58,2026-04-22,Mpumalanga,Motor Vehicle,5213,Pending
251,2026-04-22,Eastern Cape,Home Insurance,9199,Rejected
281,2026-04-22,Eastern Cape,Life Insurance,10135,Pending
892,2026-04-22,Eastern Cape,Life Insurance,31954,Pending
790,2026-04-23,Mpumalanga,Health Insurance,25417,Approved
592,2026-04-26,Gauteng,Motor Vehicle,19990,Rejected
241,2026-04-26,Northern Cape,Life Insurance,29001,Approved
420,2026-04-29,North West,Business Insurance,23412,Rejected
111,2026-04-30,Western Cape,Home Insurance,47607,Approved
36,2026-04-30,Gauteng,Motor Vehicle,31154,Approved
668,2026-04-30,Gauteng,Motor Vehicle,16438,Rejected
562,2026-05-03,Limpopo,Home Insurance,12254,Rejected
325,2026-05-03,North West,Home Insurance,13602,Approved
183,2026-05-04,Western Cape,Life Insurance,12185,Rejected
89,2026-05-05,North West,Motor Vehicle,44791,Pending
274,2026-05-05,Northern Cape,Business Insurance,44178,Pending
931,2026-05-06,North West,Life Insurance,44937,Approved
435,2026-05-07,Gauteng,Home Insurance,28127,Pending
18,2026-05-07,KwaZulu-Natal,Home Insurance,2519,Pending
73,2026-05-08,Gauteng,Health Insurance,25472,Approved
382,2026-05-08,Mpumalanga,Health Insurance,11775,Pending
973,2026-05-09,Free State,Life Insurance,44954,Approved
449,2026-05-11,Limpopo,Home Insurance,32486,Pending
144,2026-05-12,KwaZulu-Natal,Business Insurance,10171,Rejected
360,2026-05-12,Mpumalanga,Motor Vehicle,28794,Rejected
259,2026-05-12,Free State,Motor Vehicle,46242,Approved
375,2026-05-14,North West,Life Insurance,45314,Pending
84,2026-05-14,North West,Life Insurance,27853,Rejected
933,2026-05-15,North West,Health Insurance,13207,Pending
452,2026-05-15,Mpumalanga,Health Insurance,10168,Pending
956,2026-05-15,North West,Business Insurance,33130,Approved
