claim_id,claim_date,province,claim_types,claim_amount,claim_status
458,2026-04-03,North West,Home Insurance,34893,Approved
459,2026-04-04,Gauteng,Health Insurance,11793,Pending
460,2026-04-05,Gauteng,Health Insurance,32007,Pending
461,2026-04-06,Free State,Home Insurance,26766,Rejected
462,2026-04-07,Limpopo,Health Insurance,40532,Rejected
463,2026-04-08,Mpumalanga,Life Insurance,13323,Pending
464,2026-04-09,Eastern Cape,Business Insurance,46799,Approved
465,2026-04-10,KwaZulu-Natal,Life Insurance,47820,Approved
466,2026-04-11,Northern Cape,Health Insurance,46408,Approved
467,2026-04-12,North West,Motor Vehicle,8843,Approved
468,2026-04-13,Eastern Cape,Business Insurance,15210,Approved
469,2026-04-14,Limpopo,Business Insurance,17456,Rejected
470,2026-04-15,KwaZulu-Natal,Home Insurance,32367,Pending
471,2026-04-16,Limpopo,Home Insurance,11106,Rejected
472,2026-04-17,North West,Motor Vehicle,38957,Approved
473,2026-04-18,Gauteng,Business Insurance,3472,Approved
474,2026-04-19,KwaZulu-Natal,Motor Vehicle,7704,Approved
475,2026-04-20,Gauteng,Home Insurance,4713,Approved
476,2026-04-21,North West,Home Insurance,6051,Pending
477,2026-04-22,Eastern Cape,Business Insurance,11756,Approved
478,2026-04-23,North West,Life Insurance,3475,Pending
479,2026-04-24,Eastern Cape,Health Insurance,37378,Approved
480,2026-04-25,KwaZulu-Natal,Home Insurance,5255,Pending
481,2026-04-26,KwaZulu-Natal,Home Insurance,15484,Rejected
482,2026-04-27,Mpumalanga,Life Insurance,35503,Approved
483,2026-04-28,Limpopo,Life Insurance,9258,Pending
484,2026-04-29,Mpumalanga,Motor Vehicle,41747,Rejected
485,2026-04-30,Limpopo,Motor Vehicle,36196,Approved
486,2026-05-01,Mpumalanga,Health Insurance,46113,Approved
487,2026-05-02,Gauteng,Health Insurance,41194,Approved
488,2026-05-03,KwaZulu-Natal,Business Insurance,9533,Pending
489,2026-05-04,Eastern Cape,Motor Vehicle,33581,Pending
490,2026-05-05,Limpopo,Home Insurance,6249,Rejected
491,2026-05-06,North West,Motor Vehicle,20201,Pending
492,2026-05-07,Limpopo,Home Insurance,10686,Pending
493,2026-05-08,Eastern Cape,Life Insurance,47877,Approved
494,2026-05-09,Mpumalanga,Motor Vehicle,33007,Approved
495,2026-05-10,Limpopo,Life Insurance,1661,Approved
496,2026-05-11,Northern Cape,Health Insurance,45843,Approved
497,2026-05-12,Gauteng,Health Insurance,31137,Approved
498,2026-05-13,KwaZulu-Natal,Business Insurance,48556,Approved
499,2026-05-14,Eastern Cape,Motor Vehicle,43828,Approved
500,2026-05-15,KwaZulu-Natal,Life Insurance,49604,Rejected
501,2026-05-16,Northern Cape,Home Insurance,11526,Rejected
502,2026-05-17,Limpopo,Health Insurance,4374,Rejected
503,2026-05-18,Limpopo,Health Insurance,26592,Rejected
504,2026-05-19,North West,Home Insurance,29982,Approved
505,2026-05-20,Northern Cape,Life Insurance,1207,Rejected
506,2026-05-21,Eastern Cape,Life Insurance,36433,Approved
507,2026-05-22,North West,Motor Vehicle,24197,Rejected
508,2026-05-23,Gauteng,Motor Vehicle,34400,Pending
509,2026-05-24,North West,Business Insurance,4083,Rejected
510,2026-05-25,Free State,Health Insurance,30328,Rejected
511,2026-05-26,Eastern Cape,Motor Vehicle,47479,Approved
512,2026-05-27,Free State,Life Insurance,43891,Rejected
513,2026-05-28,Northern Cape,Home Insurance,21103,Pending
514,2026-05-29,Mpumalanga,Life Insurance,40891,Approved
515,2026-05-30,Free State,Health Insurance,11754,Approved
516,2026-05-31,Gauteng,Life Insurance,35447,Rejected
517,2026-06-01,North West,Business Insurance,16901,Approved
518,2026-06-02,Mpumalanga,Health Insurance,34004,Approved
519,2026-06-03,North West,Home Insurance,8446,Approved
520,2026-06-04,Free State,Business Insurance,38211,Approved
521,2026-06-05,North West,Health Insurance,49231,Approved
522,2026-06-06,Northern Cape,Home Insurance,30301,Approved
523,2026-06-07,Mpumalanga,Business Insurance,27116,Pending
524,2026-06-08,Northern Cape,Business Insurance,42323,Rejected
525,2026-06-09,Free State,Health Insurance,19752,Pending
526,2026-06-10,Northern Cape,Motor Vehicle,33376,Approved
527,2026-06-11,Gauteng,Business Insurance,17669,Approved
528,2026-06-12,Free State,Business Insurance,33916,Rejected
529,2026-06-13,Free State,Home Insurance,14395,Pending
530,2026-06-14,Free State,Life Insurance,21421,Rejected
531,2026-06-15,Eastern Cape,Health Insurance,27342,Pending
532,2026-06-16,North West,Health Insurance,5895,Approved
533,2026-06-17,Eastern Cape,Motor Vehicle,12023,Rejected
534,2026-06-18,Eastern Cape,Motor Vehicle,11699,Rejected
535,2026-06-19,Gauteng,Health Insurance,10715,Approved
536,2026-06-20,Mpumalanga,Motor Vehicle,20169,Rejected
537,2026-06-21,North West,Home Insurance,17163,Pending
538,2026-06-22,Northern Cape,Health Insurance,6782,Pending
539,2026-06-23,Limpopo,Motor Vehicle,23641,Pending
540,2026-06-24,Free State,Health Insurance,19792,Pending
541,2026-06-25,Northern Cape,Life Insurance,36585,Approved
542,2026-06-26,Free State,Business Insurance,31682,Rejected
543,2026-06-27,Gauteng,Health Insurance,48864,Pending
544,2026-06-28,Free State,Business Insurance,19880,Approved
545,2026-06-29,Eastern Cape,Motor Vehicle,39067,Rejected
546,2026-06-30,North West,Business Insurance,43685,Rejected
547,2026-07-01,Limpopo,Health Insurance,19073,Approved
548,2026-07-02,KwaZulu-Natal,Life Insurance,37035,Approved
549,2026-07-03,Free State,Motor Vehicle,38174,Pending
550,2026-07-04,Northern Cape,Health Insurance,25837,Rejected
551,2026-07-05,Eastern Cape,Motor Vehicle,18826,Rejected
552,2026-07-06,KwaZulu-Natal,Home Insurance,25981,Approved
553,2026-07-07,Limpopo,Business Insurance,11382,Rejected
554,2026-07-08,KwaZulu-Natal,Home Insurance,5437,Pending
555,2026-07-09,Eastern Cape,Health Insurance,6435,Rejected
556,2026-07-10,North West,Life Insurance,25819,Approved
557,2026-07-11,North West,Motor Vehicle,37875,Approved
558,2026-07-12,Mpumalanga,Business Insurance,32982,Pending
559,2026-07-13,North West,Motor Vehicle,34328,Pending
560,2026-07-14,Mpumalanga,Health Insurance,13329,Rejected
561,2026-07-15,KwaZulu-Natal,Motor Vehicle,26169,Rejected
562,2026-07-16,Gauteng,Business Insurance,22932,Approved
563,2026-07-17,Northern Cape,Health Insurance,35594,Pending
564,2026-07-18,Northern Cape,Motor Vehicle,12421,Pending
565,2026-07-19,KwaZulu-Natal,Life Insurance,46033,Pending
566,2026-07-20,Free State,Health Insurance,8629,Rejected
567,2026-07-21,Free State,Health Insurance,9325,Pending
568,2026-07-22,North West,Life Insurance,29495,Approved
569,2026-07-23,Northern Cape,Home Insurance,32750,Approved
570,2026-07-24,Northern Cape,Business Insurance,30619,Rejected
571,2026-07-25,Mpumalanga,Home Insurance,41461,Rejected
572,2026-07-26,Gauteng,Motor Vehicle,9264,Pending
573,2026-07-27,Eastern Cape,Life Insurance,13686,Rejected
574,2026-07-28,Free State,Home Insurance,47484,Approved
575,2026-07-29,Northern Cape,Health Insurance,25226,Pending
576,2026-07-30,Mpumalanga,Motor Vehicle,7721,Approved
577,2026-07-31,Limpopo,Motor Vehicle,21609,Pending
578,2026-08-01,Mpumalanga,Home Insurance,8373,Rejected
579,2026-08-02,Free State,Home Insurance,39675,Pending
580,2026-08-03,Free State,Life Insurance,49895,Pending
581,2026-08-04,Mpumalanga,Business Insurance,29937,Approved
582,2026-08-05,Eastern Cape,Home Insurance,6656,Approved
583,2026-08-06,KwaZulu-Natal,Home Insurance,9984,Pending
584,2026-08-07,Free State,Health Insurance,30984,Rejected
585,2026-08-08,Mpumalanga,Motor Vehicle,9286,Rejected
586,2026-08-09,Northern Cape,Business Insurance,6901,Approved
587,2026-08-10,Mpumalanga,Health Insurance,32552,Rejected
588,2026-08-11,Gauteng,Life Insurance,26709,Approved
589,2026-08-12,KwaZulu-Natal,Life Insurance,32055,Rejected
590,2026-08-13,Limpopo,Home Insurance,38685,Pending
591,2026-08-14,Eastern Cape,Home Insurance,9429,Approved
592,2026-08-15,North West,Life Insurance,15716,Approved
593,2026-08-16,Limpopo,Home Insurance,49563,Pending
594,2026-08-17,KwaZulu-Natal,Business Insurance,12138,Approved
595,2026-08-18,KwaZulu-Natal,Home Insurance,36298,Rejected
596,2026-08-19,KwaZulu-Natal,Motor Vehicle,24429,Rejected
597,2026-08-20,Limpopo,Home Insurance,6772,Approved
598,2026-08-21,Northern Cape,Health Insurance,49244,Rejected
599,2026-08-22,KwaZulu-Natal,Business Insurance,49519,Approved
600,2026-08-23,Mpumalanga,Health Insurance,36732,Pending
601,2026-08-24,Limpopo,Health Insurance,40905,Approved
602,2026-08-25,North West,Motor Vehicle,18347,Pending
603,2026-08-26,KwaZulu-Natal,Business Insurance,17920,Rejected
604,2026-08-27,Mpumalanga,Business Insurance,32822,Pending
605,2026-08-28,Northern Cape,Business Insurance,47659,Rejected
606,2026-08-29,Gauteng,Business Insurance,41108,Approved
607,2026-08-30,Northern Cape,Business Insurance,24563,Rejected
608,2026-08-31,North West,Motor Vehicle,8967,Approved
609,2026-09-01,KwaZulu-Natal,Home Insurance,46183,Approved
610,2026-09-02,North West,Health Insurance,12871,Pending
611,2026-09-03,Limpopo,Business Insurance,29763,Pending
612,2026-09-04,Free State,Home Insurance,12916,Pending
613,2026-09-05,KwaZulu-Natal,Home Insurance,9734,Pending
614,2026-09-06,Free State,Health Insurance,34613,Rejected
615,2026-09-07,Mpumalanga,Motor Vehicle,29179,Rejected
616,2026-09-08,Gauteng,Life Insurance,36262,Rejected
617,2026-09-09,Eastern Cape,Life Insurance,13677,Approved
618,2026-09-10,North West,Home Insurance,19268,Rejected
619,2026-09-11,Northern Cape,Health Insurance,13330,Rejected
620,2026-09-12,Gauteng,Life Insurance,21733,Rejected
621,2026-09-13,KwaZulu-Natal,Home Insurance,38947,Pending
622,2026-09-14,Free State,Motor Vehicle,28286,Rejected
623,2026-09-15,Northern Cape,Life Insurance,7610,Approved
624,2026-09-16,Free State,Home Insurance,7430,Pending
625,2026-09-17,Limpopo,Home Insurance,40922,Approved
626,2026-09-18,Free State,Business Insurance,14828,Rejected
627,2026-09-19,Limpopo,Motor Vehicle,43913,Pending
628,2026-09-20,Mpumalanga,Business Insurance,32497,Approved
629,2026-09-21,Northern Cape,Health Insurance,40256,Rejected
630,2026-09-22,Northern Cape,Business Insurance,37618,Approved
631,2026-09-23,Eastern Cape,Business Insurance,47332,Approved
632,2026-09-24,KwaZulu-Natal,Life Insurance,27526,Approved
633,2026-09-25,Limpopo,Home Insurance,31158,Rejected
634,2026-09-26,Eastern Cape,Motor Vehicle,26032,Rejected
635,2026-09-27,Free State,Business Insurance,38846,Approved
636,2026-09-28,Free State,Motor Vehicle,45936,Pending
637,2026-09-29,Eastern Cape,Business Insurance,30794,Pending
638,2026-09-30,Northern Cape,Health Insurance,6448,Rejected
639,2026-10-01,Free State,Business Insurance,29861,Rejected
640,2026-10-02,North West,Life Insurance,29141,Rejected
641,2026-10-03,Mpumalanga,Home Insurance,10074,Rejected
642,2026-10-04,Mpumalanga,Health Insurance,7406,Rejected
643,2026-10-05,North West,Business Insurance,32823,Pending
644,2026-10-06,Eastern Cape,Motor Vehicle,24291,Rejected
645,2026-10-07,North West,Health Insurance,42568,Approved
646,2026-10-08,Limpopo,Health Insurance,33003,Approved
647,2026-10-09,Limpopo,Business Insurance,47851,Pending
648,2026-10-10,Eastern Cape,Health Insurance,35406,Approved
649,2026-10-11,North West,Motor Vehicle,24312,Pending
650,2026-10-12,Limpopo,Health Insurance,44108,Pending
651,2026-10-13,Northern Cape,Motor Vehicle,2382,Approved
652,2026-10-14,North West,Business Insurance,35171,Rejected
653,2026-10-15,Northern Cape,Home Insurance,42779,Approved
654,2026-10-16,Limpopo,Health Insurance,4292,Approved
655,2026-10-17,Mpumalanga,Home Insurance,42779,Pending
656,2026-10-18,Limpopo,Motor Vehicle,34187,Approved
657,2026-10-19,Northern Cape,Health Insurance,13411,Pending
658,2026-10-20,Gauteng,Life Insurance,38285,Rejected
659,2026-10-21,KwaZulu-Natal,Home Insurance,16422,Rejected
660,2026-10-22,Free State,Health Insurance,43468,Rejected
661,2026-10-23,North West,Home Insurance,33371,Approved
662,2026-10-24,Gauteng,Health Insurance,6693,Pending
663,2026-10-25,Limpopo,Business Insurance,34535,Rejected
664,2026-10-26,Mpumalanga,Home Insurance,15818,Pending
665,2026-10-27,Eastern Cape,Life Insurance,32238,Pending
666,2026-10-28,Limpopo,Life Insurance,31874,Rejected
667,2026-10-29,Mpumalanga,Motor Vehicle,27715,Rejected
668,2026-10-30,KwaZulu-Natal,Health Insurance,28605,Pending
669,2026-10-31,Limpopo,Home Insurance,35317,Rejected
670,2026-11-01,Northern Cape,Motor Vehicle,32174,Pending
671,2026-11-02,Eastern Cape,Home Insurance,10956,Pending
672,2026-11-03,Mpumalanga,Health Insurance,39908,Rejected
673,2026-11-04,Mpumalanga,Life Insurance,11837,Approved
674,2026-11-05,Mpumalanga,Business Insurance,4716,Rejected
675,2026-11-06,KwaZulu-Natal,Life Insurance,5481,Approved
676,2026-11-07,Limpopo,Motor Vehicle,25282,Pending
677,2026-11-08,KwaZulu-Natal,Business Insurance,7548,Pending
678,2026-11-09,North West,Motor Vehicle,38605,Approved
679,2026-11-10,Free State,Health Insurance,8758,Pending
680,2026-11-11,Free State,Business Insurance,44668,Approved
681,2026-11-12,North West,Motor Vehicle,24177,Approved
682,2026-11-13,Limpopo,Health Insurance,25022,Pending
683,2026-11-14,Northern Cape,Life Insurance,41761,Approved
684,2026-11-15,KwaZulu-Natal,Health Insurance,6542,Rejected
685,2026-11-16,Eastern Cape,Home Insurance,26476,Rejected
686,2026-11-17,Mpumalanga,Health Insurance,31784,Pending
687,2026-11-18,Mpumalanga,Health Insurance,23740,Pending
688,2026-11-19,Limpopo,Home Insurance,25817,Approved
689,2026-11-20,Northern Cape,Motor Vehicle,48596,Approved
690,2026-11-21,Free State,Motor Vehicle,17052,Approved
691,2026-11-22,Free State,Health Insurance,36153,Approved
692,2026-11-23,Mpumalanga,Home Insurance,48076,Rejected
693,2026-11-24,Limpopo,Home Insurance,1671,Rejected
694,2026-11-25,KwaZulu-Natal,Life Insurance,1163,Pending
695,2026-11-26,Free State,Motor Vehicle,42424,Approved
696,2026-11-27,KwaZulu-Natal,Business Insurance,45002,Approved
697,2026-11-28,Northern Cape,Motor Vehicle,5795,Pending
698,2026-11-29,Free State,Motor Vehicle,11634,Approved
699,2026-11-30,Free State,Life Insurance,5798,Approved
700,2026-12-01,Gauteng,Business Insurance,23420,Approved
701,2026-12-02,Free State,Life Insurance,30300,Approved
702,2026-12-03,North West,Business Insurance,25345,Approved
703,2026-12-04,Eastern Cape,Health Insurance,11749,Pending
704,2026-12-05,North West,Business Insurance,39595,Approved
705,2026-12-06,Limpopo,Life Insurance,26121,Pending
706,2026-12-07,Limpopo,Motor Vehicle,38487,Approved
707,2026-12-08,KwaZulu-Natal,Business Insurance,29411,Rejected
708,2026-12-09,North West,Business Insurance,34361,Rejected
709,2026-12-10,North West,Home Insurance,22223,Rejected
710,2026-12-11,North West,Motor Vehicle,8394,Rejected
711,2026-12-12,Northern Cape,Health Insurance,15056,Pending
712,2026-12-13,Free State,Life Insurance,29380,Pending
713,2026-12-14,Eastern Cape,Health Insurance,27035,Approved
714,2026-12-15,KwaZulu-Natal,Motor Vehicle,31620,Rejected
715,2026-12-16,North West,Business Insurance,20877,Pending
716,2026-12-17,North West,Business Insurance,44404,Approved
717,2026-12-18,Gauteng,Motor Vehicle,31911,Approved
718,2026-12-19,KwaZulu-Natal,Business Insurance,33784,Pending
719,2026-12-20,North West,Business Insurance,4191,Rejected
720,2026-12-21,KwaZulu-Natal,Business Insurance,34160,Approved
721,2026-12-22,Free State,Life Insurance,26000,Rejected
722,2026-12-23,Gauteng,Life Insurance,40040,Rejected
723,2026-12-24,KwaZulu-Natal,Home Insurance,4631,Rejected
724,2026-12-25,Eastern Cape,Health Insurance,7172,Approved
725,2026-12-26,Eastern Cape,Motor Vehicle,43080,Rejected
726,2026-12-27,Limpopo,Motor Vehicle,24561,Approved
727,2026-12-28,Gauteng,Motor Vehicle,25817,Rejected
728,2026-12-29,Gauteng,Home Insurance,21281,Approved
729,2026-12-30,Limpopo,Life Insurance,29671,Rejected
730,2026-12-31,KwaZulu-Natal,Home Insurance,26364,Pending
731,2027-01-01,Gauteng,Motor Vehicle,42674,Rejected
732,2027-01-02,Eastern Cape,Health Insurance,28425,Rejected
733,2027-01-03,Eastern Cape,Business Insurance,29602,Approved
734,2027-01-04,North West,Life Insurance,24253,Approved
735,2027-01-05,Free State,Life Insurance,24472,Rejected
736,2027-01-06,Gauteng,Home Insurance,9080,Pending
737,2027-01-07,KwaZulu-Natal,Life Insurance,8099,Pending
738,2027-01-08,Limpopo,Motor Vehicle,26431,Approved
739,2027-01-09,Limpopo,Motor Vehicle,32186,Pending
740,2027-01-10,KwaZulu-Natal,Home Insurance,48684,Rejected
741,2027-01-11,Northern Cape,Motor Vehicle,31111,Approved
742,2027-01-12,Mpumalanga,Health Insurance,40851,Rejected
743,2027-01-13,Free State,Home Insurance,23614,Approved
744,2027-01-14,Limpopo,Health Insurance,27724,Approved
745,2027-01-15,Gauteng,Business Insurance,42991,Approved
746,2027-01-16,Free State,Health Insurance,5940,Approved
747,2027-01-17,Gauteng,Business Insurance,29758,Pending
748,2027-01-18,Northern Cape,Business Insurance,37224,Rejected
749,2027-01-19,Eastern Cape,Health Insurance,8788,Rejected
750,2027-01-20,Free State,Home Insurance,29082,Rejected
751,2027-01-21,North West,Motor Vehicle,25034,Approved
752,2027-01-22,Limpopo,Motor Vehicle,36479,Pending
753,2027-01-23,Free State,Business Insurance,12280,Rejected
754,2027-01-24,Free State,Business Insurance,19052,Pending
755,2027-01-25,Free State,Home Insurance,17531,Approved
756,2027-01-26,Mpumalanga,Life Insurance,23804,Rejected
757,2027-01-27,Free State,Health Insurance,29903,Pending
758,2027-01-28,Gauteng,Business Insurance,45857,Approved
759,2027-01-29,Eastern Cape,Motor Vehicle,11142,Pending
760,2027-01-30,Northern Cape,Home Insurance,49355,Rejected
761,2027-01-31,KwaZulu-Natal,Health Insurance,10866,Rejected
762,2027-02-01,Free State,Home Insurance,5531,Approved
763,2027-02-02,Limpopo,Health Insurance,46454,Approved
764,2027-02-03,Free State,Health Insurance,39098,Approved
765,2027-02-04,Limpopo,Business Insurance,39278,Pending
766,2027-02-05,Gauteng,Home Insurance,29138,Pending
767,2027-02-06,Limpopo,Home Insurance,28065,Pending
768,2027-02-07,North West,Motor Vehicle,30956,Approved
769,2027-02-08,KwaZulu-Natal,Motor Vehicle,42732,Rejected
770,2027-02-09,Eastern Cape,Business Insurance,40261,Rejected
771,2027-02-10,Limpopo,Business Insurance,11759,Pending
772,2027-02-11,Limpopo,Life Insurance,6439,Pending
773,2027-02-12,Eastern Cape,Motor Vehicle,48241,Rejected
774,2027-02-13,KwaZulu-Natal,Health Insurance,43533,Rejected
775,2027-02-14,Free State,Home Insurance,29270,Pending
776,2027-02-15,Limpopo,Business Insurance,14279,Pending
777,2027-02-16,Eastern Cape,Home Insurance,40279,Rejected
778,2027-02-17,North West,Home Insurance,45251,Approved
779,2027-02-18,North West,Life Insurance,24888,Pending
780,2027-02-19,Gauteng,Motor Vehicle,18630,Rejected
781,2027-02-20,Eastern Cape,Business Insurance,36144,Rejected
782,2027-02-21,Gauteng,Home Insurance,32182,Rejected
783,2027-02-22,North West,Business Insurance,26538,Rejected
784,2027-02-23,KwaZulu-Natal,Health Insurance,12824,Approved
785,2027-02-24,Free State,Life Insurance,33125,Rejected
786,2027-02-25,Eastern Cape,Health Insurance,7979,Pending
787,2027-02-26,Northern Cape,Business Insurance,27189,Approved
788,2027-02-27,North West,Business Insurance,43600,Rejected
789,2027-02-28,North West,Motor Vehicle,13504,Approved
790,2027-03-01,Northern Cape,Home Insurance,21669,Pending
791,2027-03-02,Mpumalanga,Home Insurance,7910,Rejected
792,2027-03-03,North West,Health Insurance,47857,Pending
793,2027-03-04,Limpopo,Life Insurance,35964,Rejected
794,2027-03-05,KwaZulu-Natal,Home Insurance,21131,Rejected
795,2027-03-06,Eastern Cape,Motor Vehicle,26227,Rejected
796,2027-03-07,Northern Cape,Health Insurance,6978,Rejected
797,2027-03-08,Limpopo,Health Insurance,22991,Rejected
798,2027-03-09,Northern Cape,Motor Vehicle,18153,Approved
799,2027-03-10,Eastern Cape,Life Insurance,34548,Rejected
800,2027-03-11,Gauteng,Motor Vehicle,43676,Rejected
801,2027-03-12,Eastern Cape,Life Insurance,40071,Approved
802,2027-03-13,Mpumalanga,Motor Vehicle,48454,Approved
803,2027-03-14,Eastern Cape,Motor Vehicle,4983,Approved
804,2027-03-15,Eastern Cape,Business Insurance,10503,Approved
805,2027-03-16,Mpumalanga,Health Insurance,30921,Approved
806,2027-03-17,KwaZulu-Natal,Motor Vehicle,17905,Approved
807,2027-03-18,North West,Motor Vehicle,46838,Rejected
808,2027-03-19,Eastern Cape,Home Insurance,24953,Rejected
809,2027-03-20,Mpumalanga,Health Insurance,27806,Pending
810,2027-03-21,Limpopo,Home Insurance,46000,Rejected
811,2027-03-22,Gauteng,Health Insurance,23168,Rejected
812,2027-03-23,Gauteng,Home Insurance,5583,Approved
813,2027-03-24,Eastern Cape,Motor Vehicle,39714,Approved
814,2027-03-25,KwaZulu-Natal,Motor Vehicle,40896,Rejected
815,2027-03-26,KwaZulu-Natal,Business Insurance,12889,Pending
816,2027-03-27,Limpopo,Home Insurance,28413,Approved
817,2027-03-28,Eastern Cape,Life Insurance,13275,Rejected
818,2027-03-29,Gauteng,Business Insurance,3461,Rejected
819,2027-03-30,KwaZulu-Natal,Home Insurance,15291,Pending
820,2027-03-31,Eastern Cape,Home Insurance,47804,Pending
821,2027-04-01,Northern Cape,Business Insurance,12435,Approved
822,2027-04-02,KwaZulu-Natal,Motor Vehicle,28935,Pending
823,2027-04-03,Mpumalanga,Home Insurance,34453,Rejected
824,2027-04-04,Northern Cape,Motor Vehicle,19544,Rejected
825,2027-04-05,North West,Business Insurance,13258,Pending
826,2027-04-06,KwaZulu-Natal,Motor Vehicle,31841,Pending
827,2027-04-07,Gauteng,Health Insurance,49758,Pending
828,2027-04-08,Free State,Life Insurance,11736,Pending
829,2027-04-09,Northern Cape,Home Insurance,38643,Approved
830,2027-04-10,North West,Life Insurance,44950,Pending
831,2027-04-11,Limpopo,Motor Vehicle,35964,Approved
832,2027-04-12,Limpopo,Home Insurance,29044,Rejected
833,2027-04-13,Gauteng,Motor Vehicle,40933,Pending
834,2027-04-14,KwaZulu-Natal,Health Insurance,16997,Approved
835,2027-04-15,Eastern Cape,Business Insurance,15215,Pending
836,2027-04-16,KwaZulu-Natal,Home Insurance,34069,Rejected
837,2027-04-17,Gauteng,Health Insurance,24911,Rejected
838,2027-04-18,Limpopo,Health Insurance,18030,Rejected
839,2027-04-19,KwaZulu-Natal,Home Insurance,30334,Pending
840,2027-04-20,Limpopo,Motor Vehicle,15571,Pending
841,2027-04-21,Northern Cape,Health Insurance,43719,Approved
842,2027-04-22,North West,Life Insurance,29927,Rejected
843,2027-04-23,Eastern Cape,Health Insurance,21714,Pending
844,2027-04-24,Northern Cape,Motor Vehicle,44541,Rejected
845,2027-04-25,Limpopo,Motor Vehicle,24387,Rejected
846,2027-04-26,Limpopo,Life Insurance,29444,Approved
847,2027-04-27,Free State,Health Insurance,49908,Approved
848,2027-04-28,Free State,Motor Vehicle,20921,Approved
849,2027-04-29,Northern Cape,Home Insurance,14057,Approved
850,2027-04-30,Mpumalanga,Business Insurance,46268,Rejected
851,2027-05-01,Northern Cape,Business Insurance,25858,Approved
852,2027-05-02,Free State,Business Insurance,49689,Approved
853,2027-05-03,Limpopo,Health Insurance,45638,Approved
854,2027-05-04,Gauteng,Life Insurance,27062,Approved
855,2027-05-05,Northern Cape,Motor Vehicle,37850,Rejected
856,2027-05-06,Limpopo,Home Insurance,47486,Approved
857,2027-05-07,Gauteng,Home Insurance,21567,Rejected
858,2027-05-08,Gauteng,Health Insurance,30739,Pending
859,2027-05-09,Free State,Business Insurance,44285,Rejected
860,2027-05-10,Northern Cape,Health Insurance,4754,Rejected
861,2027-05-11,KwaZulu-Natal,Life Insurance,28044,Approved
862,2027-05-12,Eastern Cape,Life Insurance,2724,Pending
863,2027-05-13,Free State,Motor Vehicle,2376,Pending
864,2027-05-14,Free State,Motor Vehicle,9706,Pending
865,2027-05-15,KwaZulu-Natal,Life Insurance,9894,Pending
866,2027-05-16,Eastern Cape,Life Insurance,19037,Rejected
867,2027-05-17,Limpopo,Life Insurance,19450,Pending
868,2027-05-18,Mpumalanga,Health Insurance,17406,Rejected
869,2027-05-19,Northern Cape,Life Insurance,30725,Rejected
870,2027-05-20,Mpumalanga,Home Insurance,6926,Rejected
871,2027-05-21,Limpopo,Business Insurance,40019,Pending
872,2027-05-22,North West,Life Insurance,10496,Approved
873,2027-05-23,Free State,Business Insurance,37068,Approved
874,2027-05-24,Eastern Cape,Health Insurance,30806,Pending
875,2027-05-25,Free State,Business Insurance,23663,Approved
876,2027-05-26,Gauteng,Health Insurance,42321,Approved
877,2027-05-27,Free State,Home Insurance,37495,Rejected
878,2027-05-28,Free State,Health Insurance,23656,Rejected
879,2027-05-29,Limpopo,Health Insurance,26860,Pending
880,2027-05-30,Limpopo,Motor Vehicle,17832,Pending
881,2027-05-31,Limpopo,Life Insurance,39787,Approved
882,2027-06-01,Mpumalanga,Life Insurance,49231,Rejected
883,2027-06-02,Gauteng,Home Insurance,22727,Pending
884,2027-06-03,North West,Home Insurance,43815,Pending
885,2027-06-04,North West,Life Insurance,30545,Pending
886,2027-06-05,Limpopo,Motor Vehicle,45522,Pending
887,2027-06-06,Eastern Cape,Life Insurance,3520,Pending
888,2027-06-07,Mpumalanga,Motor Vehicle,4081,Pending
889,2027-06-08,KwaZulu-Natal,Home Insurance,35196,Approved
890,2027-06-09,Eastern Cape,Business Insurance,37735,Rejected
891,2027-06-10,Northern Cape,Home Insurance,40213,Rejected
892,2027-06-11,Northern Cape,Home Insurance,15566,Pending
893,2027-06-12,Eastern Cape,Health Insurance,15042,Rejected
894,2027-06-13,Limpopo,Health Insurance,26498,Rejected
895,2027-06-14,KwaZulu-Natal,Health Insurance,12329,Rejected
896,2027-06-15,KwaZulu-Natal,Health Insurance,32656,Pending
897,2027-06-16,Mpumalanga,Motor Vehicle,3159,Pending
898,2027-06-17,KwaZulu-Natal,Life Insurance,38900,Rejected
899,2027-06-18,Northern Cape,Business Insurance,20363,Rejected
900,2027-06-19,Gauteng,Home Insurance,48701,Pending
901,2027-06-20,Limpopo,Motor Vehicle,44241,Approved
902,2027-06-21,KwaZulu-Natal,Business Insurance,20033,Rejected
903,2027-06-22,Mpumalanga,Motor Vehicle,11805,Approved
904,2027-06-23,Northern Cape,Motor Vehicle,36851,Rejected
905,2027-06-24,Gauteng,Home Insurance,27832,Approved
906,2027-06-25,Free State,Life Insurance,14944,Approved
907,2027-06-26,Free State,Health Insurance,20873,Approved
908,2027-06-27,Gauteng,Life Insurance,41372,Pending
909,2027-06-28,Northern Cape,Home Insurance,24928,Approved
910,2027-06-29,Mpumalanga,Home Insurance,16379,Approved
911,2027-06-30,Gauteng,Home Insurance,37751,Approved
912,2027-07-01,Limpopo,Business Insurance,35546,Rejected
913,2027-07-02,Limpopo,Life Insurance,25286,Approved
914,2027-07-03,Free State,Life Insurance,6110,Rejected
915,2027-07-04,KwaZulu-Natal,Motor Vehicle,13087,Approved
916,2027-07-05,Mpumalanga,Motor Vehicle,24762,Approved
917,2027-07-06,Free State,Motor Vehicle,18081,Pending
